ractor_user_id,target_user_id,persona,budget_diff,planning_diff,social_diff,same_budget,same_planning_style,same_social_battery,shared_languages_count,shared_activities_count,shared_destination_types_count,shared_experience_types_count,shared_looking_for_what_count,language_score,activity_score,destination_score,experience_score,intent_score,static_score,interest_probability,card_click,full_profile_open,dwell_time_ms,saved_profile,interaction_type,matched_proxy,label,relevance_score
662,266,BUDGET_CONSCIOUS,1,1,1,0,0,0,1,3,1,1,1,0.5,0.75,1.0,1.0,1.0,67.5,0.5567,1,0,0,1,SAVE_ONLY,0,1,79.5
566,534,SOCIAL_EXPLORER,0,2,0,1,0,1,1,0,1,0,0,0.5,0.0,0.5,0.0,0.0,38.33,0.5905,1,1,43096,1,SAVE_ONLY,0,1,73.41
254,614,BUDGET_CONSCIOUS,1,2,1,0,0,0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,31.67,0.1926,1,1,23009,0,NO,0,1,29.72
314,41,CAUTIOUS_INTROVERT,1,0,2,0,1,0,1,2,1,0,0,0.5,0.5,1.0,0.0,0.0,47.5,0.5496,1,1,43768,1,SAVE_ONLY,0,1,82.82
50,504,SOCIAL_EXPLORER,0,1,1,1,0,0,1,0,0,0,1,0.5,0.0,0.0,0.0,1.0,38.33,0.6655,1,0,0,0,YES,0,2,60.33
946,859,BUDGET_CONSCIOUS,0,2,0,1,0,1,1,1,1,1,1,1.0,0.3333,1.0,1.0,1.0,75.0,1.0,1,1,63264,0,SUPER_LIKE,1,3,100.0
691,902,BUDGET_CONSCIOUS,0,2,0,1,0,1,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,43.33,0.5592,1,0,0,1,SAVE_ONLY,0,1,55.33
729,371,SOCIAL_EXPLORER,0,1,1,1,0,0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,43.33,0.6015,0,0,0,1,SAVE_ONLY,0,1,55.33
860,876,BUDGET_CONSCIOUS,0,0,0,1,1,1,1,1,1,1,0,1.0,0.1429,1.0,1.0,0.0,77.86,0.9834,1,1,62090,0,YES,1,3,100.0
357,255,SELECTIVE_PLANNER,0,1,1,1,0,0,1,4,1,0,0,1.0,0.8,1.0,0.0,0.0,69.33,0.5379,1,1,40375,0,NO,0,1,73.46
333,755,SOCIAL_EXPLORER,0,1,1,1,0,0,1,1,0,1,0,1.0,0.25,0.0,1.0,0.0,58.33,0.6619,1,1,42301,0,YES,0,2,100.0
993,161,SOCIAL_EXPLORER,1,0,1,0,1,0,1,1,0,1,0,0.5,0.1429,0.0,1.0,0.0,46.19,0.6562,1,0,0,0,YES,0,2,68.19
883,860,SOCIAL_EXPLORER,1,0,0,0,1,1,1,1,1,1,0,1.0,0.1429,1.0,1.0,0.0,72.02,0.8281,1,1,51350,0,SUPER_LIKE,1,3,100.0
307,689,CAUTIOUS_INTROVERT,0,2,1,1,0,0,2,0,1,0,0,0.6667,0.0,1.0,0.0,0.0,40.83,0.4324,1,0,0,0,NO,0,0,22.83
590,957,SOCIAL_EXPLORER,0,0,0,1,1,1,1,2,1,0,0,0.3333,0.5,1.0,0.0,0.0,61.67,0.7981,1,1,56041,1,YES,1,3,100.0
147,805,SOCIAL_EXPLORER,0,0,1,1,1,0,1,2,1,0,0,0.5,0.4,1.0,0.0,0.0,57.17,0.7609,0,0,0,0,YES,1,3,100.0
156,153,SOCIAL_EXPLORER,0,1,0,1,0,1,1,0,0,0,0,0.5,0.0,0.0,0.0,0.0,39.17,0.6772,1,0,0,1,YES,0,2,73.17
176,387,SELECTIVE_PLANNER,1,0,1,0,1,0,1,1,1,0,1,1.0,0.2,1.0,0.0,1.0,62.33,0.784,0,0,0,1,YES,1,3,100.0
658,490,SPONTANEOUS_ADVENTURER,1,2,1,0,0,0,1,0,0,1,1,0.3333,0.0,0.0,1.0,1.0,33.33,0.3484,0,0,0,0,NO,0,0,15.33
545,870,CAUTIOUS_INTROVERT,2,0,0,0,1,1,1,0,0,0,0,0.5,0.0,0.0,0.0,0.0,33.33,0.3197,1,0,0,0,NO,0,0,15.33
394,33,BUDGET_CONSCIOUS,1,0,0,0,1,1,1,1,1,0,0,1.0,0.2,1.0,0.0,0.0,63.17,0.7015,1,1,44994,0,YES,1,3,100.0
1010,709,SOCIAL_EXPLORER,2,1,1,0,0,0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,31.67,0.5827,0,0,0,1,SAVE_ONLY,0,1,43.67
663,446,SOCIAL_EXPLORER,1,0,0,0,1,1,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,49.17,0.6926,1,0,0,1,YES,0,2,83.17
75,406,BUDGET_CONSCIOUS,2,2,1,0,0,0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,25.83,0.0,1,0,0,0,NO,0,0,7.83
58,785,CAUTIOUS_INTROVERT,1,1,2,0,0,0,1,1,0,0,1,0.5,0.2,0.0,0.0,1.0,30.67,0.0873,0,0,0,0,NO,0,0,12.67
697,817,CAUTIOUS_INTROVERT,0,2,2,1,0,0,1,1,0,0,0,1.0,0.1667,0.0,0.0,0.0,35.0,0.2125,1,0,0,0,NO,0,0,17.0
452,821,SELECTIVE_PLANNER,0,1,0,1,0,1,1,2,1,1,0,0.5,0.4,0.5,1.0,0.0,62.17,0.4103,1,0,0,0,NO,0,0,44.17
32,271,SELECTIVE_PLANNER,1,0,0,0,1,1,2,0,0,0,0,1.0,0.0,0.0,0.0,0.0,49.17,0.7246,1,0,0,1,YES,1,3,100.0
137,575,BUDGET_CONSCIOUS,1,1,0,0,0,1,1,1,1,0,0,0.5,0.2,0.5,0.0,0.0,42.33,0.4827,1,0,0,0,NO,0,0,24.33
499,335,CAUTIOUS_INTROVERT,1,0,1,0,1,0,1,1,1,1,1,0.5,0.25,0.5,1.0,1.0,58.33,0.5154,0,0,0,0,NO,0,0,40.33
839,343,CAUTIOUS_INTROVERT,0,0,2,1,1,0,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0,48.33,0.3726,1,1,20866,0,NO,0,1,45.63
319,562,SOCIAL_EXPLORER,0,2,0,1,0,1,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0,48.33,0.7517,1,1,50942,1,YES,1,3,100.0
957,377,SOCIAL_EXPLORER,1,2,0,0,0,1,1,0,0,0,0,0.3333,0.0,0.0,0.0,0.0,24.17,0.4701,0,0,0,1,SAVE_ONLY,0,1,36.17
893,17,SOCIAL_EXPLORER,1,2,1,0,0,0,1,3,1,1,1,0.25,0.75,0.5,1.0,1.0,51.67,0.7103,1,1,47755,0,YES,1,3,100.0
729,621,SOCIAL_EXPLORER,0,1,1,1,0,0,1,2,1,0,0,0.5,0.3333,1.0,0.0,0.0,50.0,0.7127,1,1,49981,0,YES,1,3,100.0
49,715,CAUTIOUS_INTROVERT,0,1,2,1,0,0,1,1,1,0,0,0.5,0.125,1.0,0.0,0.0,40.0,0.1471,0,0,0,0,NO,0,0,22.0
282,793,BUDGET_CONSCIOUS,0,0,2,1,1,0,1,0,0,0,1,0.5,0.0,0.0,0.0,1.0,38.33,0.5393,0,0,0,0,NO,0,0,20.33
338,222,BUDGET_CONSCIOUS,1,1,1,0,0,0,1,2,1,1,1,0.5,0.4,1.0,1.0,1.0,60.5,0.7104,1,1,47265,1,YES,1,3,100.0
716,474,BUDGET_CONSCIOUS,0,0,1,1,1,0,1,2,2,1,0,0.3333,0.4,1.0,1.0,0.0,63.83,0.9246,1,1,63568,1,YES,1,3,100.0
956,937,BUDGET_CONSCIOUS,0,1,1,1,0,0,1,1,0,0,0,0.5,0.1667,0.0,0.0,0.0,36.67,0.6269,0,0,0,0,YES,0,2,58.67
65,749,SOCIAL_EXPLORER,0,1,0,1,0,1,1,1,0,0,0,0.5,0.2,0.0,0.0,0.0,43.17,0.6354,0,0,0,0,YES,0,2,65.17
332,945,SOCIAL_EXPLORER,0,0,1,1,1,0,1,1,0,0,0,0.5,0.1667,0.0,0.0,0.0,42.5,0.527,1,1,30150,1,SAVE_ONLY,0,1,73.05
703,848,SOCIAL_EXPLORER,1,2,0,0,0,1,1,1,0,0,0,0.2,0.1429,0.0,0.0,0.0,24.36,0.3918,1,1,33055,0,NO,0,1,25.93
273,328,SOCIAL_EXPLORER,1,2,1,0,0,0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,31.67,0.4581,0,0,0,1,SAVE_ONLY,0,1,43.67
184,102,SELECTIVE_PLANNER,2,0,1,0,1,0,1,2,1,1,0,1.0,0.3333,0.5,1.0,0.0,59.17,0.646,1,0,0,1,YES,0,2,93.17
86,480,SOCIAL_EXPLORER,2,1,1,0,0,0,2,1,0,0,0,1.0,0.25,0.0,0.0,0.0,36.67,0.7126,1,1,42377,1,YES,1,3,100.0
970,997,SOCIAL_EXPLORER,1,1,0,0,0,1,1,0,0,0,0,0.5,0.0,0.0,0.0,0.0,33.33,0.4262,1,0,0,1,SAVE_ONLY,0,1,45.33
403,859,BUDGET_CONSCIOUS,0,2,0,1,0,1,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,43.33,0.6162,1,1,33497,0,NO,0,1,45.05
711,203,BUDGET_CONSCIOUS,2,1,0,0,0,1,1,2,0,0,0,0.5,0.2857,0.0,0.0,0.0,33.21,0.0,0,0,0,0,NO,0,0,15.21
587,320,SOCIAL_EXPLORER,1,0,1,0,1,0,1,2,1,0,1,0.3333,0.4,0.5,0.0,1.0,48.0,0.5971,0,0,0,0,NO,0,0,30.0
868,634,BUDGET_CONSCIOUS,1,2,0,0,0,1,2,4,2,1,1,1.0,0.8,1.0,1.0,1.0,78.5,0.855,1,1,48536,1,SUPER_LIKE,1,3,100.0
376,220,CAUTIOUS_INTROVERT,1,0,0,0,1,1,1,1,0,0,0,0.2,0.125,0.0,0.0,0.0,35.67,0.2829,0,0,0,0,NO,0,0,17.67
612,910,BUDGET_CONSCIOUS,0,0,1,1,1,0,1,1,0,0,0,0.5,0.2,0.0,0.0,0.0,43.17,0.4879,1,1,37424,0,NO,0,1,46.27
123,96,BUDGET_CONSCIOUS,0,0,1,1,1,0,1,3,1,1,0,1.0,0.6,0.5,1.0,0.0,76.17,0.987,1,1,55219,0,SUPER_LIKE,1,3,100.0
220,975,BUDGET_CONSCIOUS,2,1,1,0,0,0,1,0,0,0,0,0.3333,0.0,0.0,0.0,0.0,18.33,0.0,0,0,0,0,NO,0,0,0.33
135,812,SOCIAL_EXPLORER,1,1,1,0,0,0,1,1,0,0,0,1.0,0.1667,0.0,0.0,0.0,40.83,0.6842,1,1,40523,1,YES,0,2,97.01
605,727,SOCIAL_EXPLORER,1,1,0,0,0,1,1,2,1,0,1,0.3333,0.3333,0.3333,0.0,1.0,45.0,0.7044,1,1,42414,0,YES,1,3,100.0
478,227,SELECTIVE_PLANNER,1,0,1,0,1,0,1,0,1,0,0,0.3333,0.0,1.0,0.0,0.0,40.0,0.5028,1,1,30425,0,NO,0,1,40.65
403,468,BUDGET_CONSCIOUS,0,2,1,1,0,0,1,1,1,0,1,0.5,0.2,1.0,0.0,1.0,46.5,0.64,1,1,38454,0,YES,0,2,89.96
910,656,BUDGET_CONSCIOUS,0,1,1,1,0,0,1,1,1,0,1,0.5,0.1667,1.0,0.0,1.0,51.67,0.7982,1,1,52109,0,YES,1,3,100.0
335,507,SPONTANEOUS_ADVENTURER,0,0,1,1,1,0,1,0,0,0,1,0.5,0.0,0.0,0.0,1.0,44.17,0.5363,0,0,0,1,SAVE_ONLY,0,1,56.17
708,866,CAUTIOUS_INTROVERT,2,2,1,0,0,0,1,0,0,0,0,0.5,0.0,0.0,0.0,0.0,15.83,0.1356,0,0,0,0,NO,0,0,0.0
770,758,CAUTIOUS_INTROVERT,1,2,0,0,0,1,1,2,1,0,1,1.0,0.4,0.5,0.0,1.0,55.5,0.5579,1,0,0,1,SAVE_ONLY,0,1,67.5
402,56,CAUTIOUS_INTROVERT,1,0,2,0,1,0,1,0,0,0,0,0.5,0.0,0.0,0.0,0.0,27.5,0.0932,0,0,0,0,NO,0,0,9.5
653,445,BUDGET_CONSCIOUS,2,0,0,0,1,1,1,1,1,0,0,0.5,0.25,1.0,0.0,0.0,48.33,0.0821,1,0,0,0,NO,0,0,30.33
871,542,CAUTIOUS_INTROVERT,1,0,0,0,1,1,1,4,2,1,1,1.0,1.0,1.0,1.0,1.0,94.17,1.0,1,1,59016,0,YES,1,3,100.0
350,943,SPONTANEOUS_ADVENTURER,1,0,0,0,1,1,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,49.17,0.8179,1,1,49903,0,YES,1,3,100.0
528,478,BUDGET_CONSCIOUS,1,0,1,0,1,0,1,0,0,0,0,0.5,0.0,0.0,0.0,0.0,33.33,0.2712,0,0,0,0,NO,0,0,15.33
522,110,SOCIAL_EXPLORER,1,0,2,0,1,0,1,0,0,0,0,0.3333,0.0,0.0,0.0,0.0,24.17,0.2517,0,0,0,0,NO,0,0,6.17
485,753,BUDGET_CONSCIOUS,1,2,1,0,0,0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,31.67,0.1851,0,0,0,0,NO,0,0,13.67
356,656,SPONTANEOUS_ADVENTURER,1,2,0,0,0,1,1,2,1,0,0,0.5,0.3333,1.0,0.0,0.0,44.17,0.6218,1,1,42134,0,YES,0,2,88.92
717,903,SOCIAL_EXPLORER,0,1,1,1,0,0,1,1,1,0,0,0.3333,0.1667,0.5,0.0,0.0,38.33,0.6429,1,0,0,0,YES,0,2,60.33
604,79,BUDGET_CONSCIOUS,2,0,1,0,1,0,1,3,1,1,1,1.0,0.75,0.5,1.0,1.0,72.5,0.3036,1,0,0,0,NO,0,0,54.5
531,596,CAUTIOUS_INTROVERT,1,1,1,0,0,0,1,2,1,1,0,0.5,0.4,1.0,1.0,0.0,55.5,0.6626,1,1,41739,0,YES,0,2,100.0
800,719,CAUTIOUS_INTROVERT,0,1,1,1,0,0,1,1,0,1,0,0.5,0.1667,0.0,1.0,0.0,46.67,0.3601,0,0,0,0,NO,0,0,28.67
711,876,BUDGET_CONSCIOUS,0,1,0,1,0,1,1,2,0,0,0,0.5,0.2857,0.0,0.0,0.0,44.88,0.644,1,1,47603,1,YES,0,2,100.0
519,829,SOCIAL_EXPLORER,0,1,0,1,0,1,1,0,1,0,1,1.0,0.0,0.5,0.0,1.0,59.17,0.9183,1,1,48542,0,SUPER_LIKE,1,3,100.0
938,345,BUDGET_CONSCIOUS,0,1,1,1,0,0,1,1,1,0,1,0.5,0.3333,0.5,0.0,1.0,50.0,0.5745,1,1,40903,0,NO,0,1,54.32
950,645,SELECTIVE_PLANNER,0,2,0,1,0,1,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,43.33,0.2915,0,0,0,0,NO,0,0,25.33
36,722,SOCIAL_EXPLORER,0,0,0,1,1,1,1,1,0,1,0,0.5,0.3333,0.0,1.0,0.0,61.67,0.9399,1,1,52202,1,SUPER_LIKE,1,3,100.0
503,386,SOCIAL_EXPLORER,1,0,0,0,1,1,1,1,1,1,0,0.3333,0.1667,1.0,1.0,0.0,59.17,0.9241,1,1,58431,0,YES,1,3,100.0
156,710,SOCIAL_EXPLORER,0,0,0,1,1,1,1,0,1,1,0,0.5,0.0,1.0,1.0,0.0,65.0,0.9948,1,1,61671,0,SUPER_LIKE,1,3,100.0
319,155,SOCIAL_EXPLORER,0,0,1,1,1,0,1,0,0,0,0,0.5,0.0,0.0,0.0,0.0,39.17,0.4802,1,1,27748,0,NO,0,1,38.88
314,901,CAUTIOUS_INTROVERT,1,1,0,0,0,1,1,2,1,1,1,0.5,1.0,1.0,1.0,1.0,78.33,0.8077,1,1,52068,1,YES,1,3,100.0
990,24,SELECTIVE_PLANNER,1,1,1,0,0,0,1,0,0,0,0,0.5,0.0,0.0,0.0,0.0,27.5,0.0121,0,0,0,0,NO,0,0,9.5
498,153,SOCIAL_EXPLORER,0,0,0,1,1,1,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,55.0,0.6464,1,1,38974,0,YES,0,2,98.64
839,739,CAUTIOUS_INTROVERT,1,0,0,0,1,1,1,2,1,1,1,0.5,0.5,0.5,1.0,1.0,69.17,0.7278,1,1,50205,0,YES,1,3,100.0
396,904,CAUTIOUS_INTROVERT,0,0,1,1,1,0,1,1,0,0,0,0.5,0.2,0.0,0.0,0.0,43.17,0.5134,1,1,27540,1,SAVE_ONLY,0,1,72.81
689,296,SELECTIVE_PLANNER,0,1,0,1,0,1,1,1,1,0,0,0.3333,0.2,1.0,0.0,0.0,49.83,0.3883,0,0,0,0,NO,0,0,31.83
503,943,SOCIAL_EXPLORER,0,1,1,1,0,0,1,2,0,0,0,0.5,0.4,0.0,0.0,0.0,41.33,0.7125,1,0,0,0,YES,1,3,93.33
413,806,SOCIAL_EXPLORER,0,2,2,1,0,0,1,0,0,0,0,0.3333,0.0,0.0,0.0,0.0,18.33,0.2583,0,0,0,0,NO,0,0,0.33
401,825,SELECTIVE_PLANNER,1,1,0,0,0,1,1,0,0,0,0,0.5,0.0,0.0,0.0,0.0,33.33,0.0,0,0,0,0,NO,0,0,15.33
747,198,BUDGET_CONSCIOUS,0,1,1,1,0,0,1,1,0,0,0,1.0,0.2,0.0,0.0,0.0,47.33,0.77,1,1,42205,0,YES,1,3,100.0
121,970,SELECTIVE_PLANNER,0,0,1,1,1,0,1,0,1,0,0,1.0,0.0,0.5,0.0,0.0,54.17,0.8243,1,1,48957,0,SUPER_LIKE,1,3,100.0
269,800,SOCIAL_EXPLORER,1,0,2,0,1,0,1,1,0,0,0,1.0,0.1667,0.0,0.0,0.0,40.83,0.3501,0,0,0,0,NO,0,0,22.83
214,562,BUDGET_CONSCIOUS,1,2,0,0,0,1,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0,42.5,0.5194,1,0,0,0,NO,0,0,24.5
710,948,SOCIAL_EXPLORER,1,0,1,0,1,0,1,0,0,0,1,0.3333,0.0,0.0,0.0,1.0,35.0,0.4588,0,0,0,1,SAVE_ONLY,0,1,47.0
306,935,SOCIAL_EXPLORER,1,2,1,0,0,0,1,1,0,0,0,1.0,0.125,0.0,0.0,0.0,34.17,0.5329,1,1,32301,0,NO,0,1,35.48
299,592,CAUTIOUS_INTROVERT,0,0,1,1,1,0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,49.17,0.4291,1,1,35280,1,SAVE_ONLY,0,1,81.52
256,437,CAUTIOUS_INTROVERT,0,0,0,1,1,1,1,2,1,1,0,0.5,0.5,1.0,1.0,0.0,75.0,0.9614,1,1,56374,0,YES,1,3,100.0
85,620,SPONTANEOUS_ADVENTURER,0,2,1,1,0,0,1,0,0,0,0,0.3333,0.0,0.0,0.0,0.0,24.17,0.1651,0,0,0,0,NO,0,0,6.17
632,1009,SPONTANEOUS_ADVENTURER,2,0,1,0,1,0,1,2,1,0,0,0.5,0.4,1.0,0.0,0.0,45.5,0.7827,1,1,41339,0,YES,1,3,100.0
720,195,PASSIVE_BROWSER,2,1,1,0,0,0,1,1,0,0,0,0.5,0.2,0.0,0.0,0.0,25.67,0.2191,0,0,0,0,NO,0,0,7.67
100,977,SOCIAL_EXPLORER,1,0,1,0,1,0,1,1,1,0,0,1.0,0.25,0.5,0.0,0.0,53.33,0.8436,0,0,0,0,SUPER_LIKE,1,3,100.0
957,583,SOCIAL_EXPLORER,1,1,0,0,0,1,2,0,0,0,0,0.6667,0.0,0.0,0.0,0.0,36.67,0.6821,1,1,42984,0,YES,0,2,81.71
825,692,SELECTIVE_PLANNER,1,1,0,0,0,1,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,43.33,0.1369,0,0,0,0,NO,0,0,25.33
283,351,SOCIAL_EXPLORER,1,0,0,0,1,1,1,0,1,1,0,0.5,0.0,0.5,1.0,0.0,54.17,0.7431,1,1,46482,0,YES,1,3,100.0
589,591,SOCIAL_EXPLORER,0,1,0,1,0,1,1,0,0,0,0,0.5,0.0,0.0,0.0,0.0,39.17,0.6312,1,1,36591,0,YES,0,2,81.98
432,731,BUDGET_CONSCIOUS,1,0,2,0,1,0,1,1,1,1,0,1.0,0.2,0.5,1.0,0.0,56.5,0.6408,1,1,48801,1,YES,0,2,100.0
968,620,SOCIAL_EXPLORER,0,1,2,1,0,0,2,2,1,1,1,1.0,0.5,0.5,1.0,1.0,67.5,0.5588,0,0,0,0,NO,0,0,49.5
768,830,CAUTIOUS_INTROVERT,1,0,1,0,1,0,1,0,0,0,0,0.5,0.0,0.0,0.0,0.0,33.33,0.3446,0,0,0,0,NO,0,0,15.33
211,397,SPONTANEOUS_ADVENTURER,2,1,0,0,0,1,1,1,1,1,1,0.5,0.25,1.0,1.0,1.0,57.5,0.7253,1,1,46194,1,YES,1,3,100.0
245,187,SOCIAL_EXPLORER,0,1,0,1,0,1,1,1,1,0,0,0.3333,0.2,0.5,0.0,0.0,44.83,0.6783,1,0,0,1,YES,0,2,78.83
65,833,SOCIAL_EXPLORER,1,0,0,0,1,1,1,2,1,1,0,0.5,0.4,1.0,1.0,0.0,67.17,0.7864,1,1,46786,1,YES,1,3,100.0
612,870,BUDGET_CONSCIOUS,0,0,1,1,1,0,1,0,0,0,0,0.5,0.0,0.0,0.0,0.0,39.17,0.5176,1,1,28349,1,SAVE_ONLY,0,1,69.09
645,668,SPONTANEOUS_ADVENTURER,0,0,1,1,1,0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,49.17,0.7868,1,1,41530,1,YES,1,3,100.0
335,578,SPONTANEOUS_ADVENTURER,0,2,0,1,0,1,1,1,0,0,0,0.5,0.2,0.0,0.0,0.0,37.33,0.5319,1,0,0,1,SAVE_ONLY,0,1,49.33
424,930,SOCIAL_EXPLORER,0,2,1,1,0,0,1,3,1,1,1,1.0,0.75,0.3333,1.0,1.0,70.83,1.0,1,1,57921,0,YES,1,3,100.0
154,361,SELECTIVE_PLANNER,1,0,0,0,1,1,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,49.17,0.7052,0,0,0,0,YES,1,3,100.0
461,464,CAUTIOUS_INTROVERT,0,1,1,1,0,0,1,2,1,1,0,1.0,0.5,1.0,1.0,0.0,73.33,0.8734,1,1,54636,0,YES,1,3,100.0
425,69,SOCIAL_EXPLORER,0,1,0,1,0,1,1,1,1,0,1,0.5,0.25,0.5,0.0,1.0,54.17,0.7542,1,1,48499,0,YES,1,3,100.0
402,882,CAUTIOUS_INTROVERT,1,1,1,0,0,0,1,0,0,0,0,0.3333,0.0,0.0,0.0,0.0,24.17,0.3893,0,0,0,0,NO,0,0,6.17
858,721,SOCIAL_EXPLORER,0,0,1,1,1,0,1,2,0,1,1,0.3333,0.2857,0.0,1.0,1.0,56.55,0.6865,0,0,0,0,YES,0,2,78.55
959,815,CAUTIOUS_INTROVERT,1,1,1,0,0,0,1,1,0,0,0,0.5,0.1429,0.0,0.0,0.0,30.36,0.2225,0,0,0,0,NO,0,0,12.36
252,796,SOCIAL_EXPLORER,1,0,0,0,1,1,1,1,1,0,0,0.5,0.2,1.0,0.0,0.0,53.17,0.5868,0,0,0,1,SAVE_ONLY,0,1,65.17
445,545,CAUTIOUS_INTROVERT,0,0,0,1,1,1,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,55.0,0.6549,1,0,0,1,YES,0,2,89.0
934,135,BUDGET_CONSCIOUS,1,0,2,0,1,0,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0,42.5,0.5499,1,1,29852,0,NO,0,1,42.95
362,943,SOCIAL_EXPLORER,1,1,1,0,0,0,1,0,0,0,1,0.5,0.0,0.0,0.0,1.0,32.5,0.4403,1,1,36874,0,NO,0,1,35.41
454,139,SELECTIVE_PLANNER,0,1,0,1,0,1,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,49.17,0.2976,0,0,0,0,NO,0,0,31.17
623,105,SOCIAL_EXPLORER,1,0,0,0,1,1,1,1,0,0,0,0.25,0.1429,0.0,0.0,0.0,37.02,0.6985,1,1,41954,0,YES,0,2,81.7
500,894,SPONTANEOUS_ADVENTURER,0,0,0,1,1,1,1,0,1,0,0,0.3333,0.0,1.0,0.0,0.0,51.67,0.7049,1,1,44120,1,YES,1,3,100.0
537,178,SPONTANEOUS_ADVENTURER,1,2,0,0,0,1,1,1,1,0,0,0.5,0.3333,0.5,0.0,0.0,39.17,0.4348,1,1,25865,1,SAVE_ONLY,0,1,68.22
73,843,BUDGET_CONSCIOUS,1,0,1,0,1,0,2,0,0,0,0,1.0,0.0,0.0,0.0,0.0,43.33,0.4045,1,1,28540,0,NO,0,1,43.32
691,826,BUDGET_CONSCIOUS,0,0,2,1,1,0,1,1,1,0,0,1.0,0.2,1.0,0.0,0.0,57.33,0.6922,1,1,41821,0,YES,0,2,100.0
222,622,CAUTIOUS_INTROVERT,0,0,1,1,1,0,1,2,1,0,0,1.0,0.4,1.0,0.0,0.0,67.17,0.8989,1,0,0,0,YES,1,3,100.0
550,349,CAUTIOUS_INTROVERT,1,1,2,0,0,0,1,2,1,1,1,0.5,0.3333,1.0,1.0,1.0,53.33,0.4095,1,0,0,0,NO,0,0,35.33
38,637,CAUTIOUS_INTROVERT,0,2,0,1,0,1,1,1,1,1,1,1.0,0.25,0.5,1.0,1.0,68.33,0.635,0,0,0,0,YES,0,2,90.33
662,860,BUDGET_CONSCIOUS,0,0,0,1,1,1,1,1,1,1,0,0.5,0.1667,1.0,1.0,0.0,68.33,0.7866,1,0,0,0,YES,1,3,100.0
454,867,SELECTIVE_PLANNER,1,0,0,0,1,1,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,49.17,0.6722,1,1,48342,1,YES,0,2,100.0
520,384,SOCIAL_EXPLORER,0,1,0,1,0,1,1,2,1,1,1,0.3333,1.0,1.0,1.0,1.0,80.83,0.9985,1,1,63622,1,SUPER_LIKE,1,3,100.0
632,376,SPONTANEOUS_ADVENTURER,1,0,1,0,1,0,1,1,0,0,0,0.3333,0.125,0.0,0.0,0.0,32.5,0.679,1,0,0,1,YES,0,2,66.5
541,648,CAUTIOUS_INTROVERT,1,1,1,0,0,0,1,2,1,1,1,0.5,0.3333,1.0,1.0,1.0,59.17,0.8367,1,1,57153,0,YES,1,3,100.0
635,244,BUDGET_CONSCIOUS,0,1,1,1,0,0,1,0,0,0,0,0.25,0.0,0.0,0.0,0.0,28.33,0.5135,0,0,0,1,SAVE_ONLY,0,1,40.33
756,118,SOCIAL_EXPLORER,1,1,0,0,0,1,1,0,0,0,0,0.3333,0.0,0.0,0.0,0.0,30.0,0.4324,0,0,0,0,NO,0,0,12.0
755,968,SOCIAL_EXPLORER,1,0,1,0,1,0,1,2,1,1,1,0.5,0.5,0.5,1.0,1.0,63.33,0.7777,1,1,52887,1,YES,1,3,100.0
843,811,SOCIAL_EXPLORER,0,1,1,1,0,0,1,3,1,0,0,0.3333,0.6,0.5,0.0,0.0,47.0,0.6855,1,0,0,0,YES,0,2,69.0
634,401,SELECTIVE_PLANNER,1,1,0,0,0,1,1,1,2,0,1,0.3333,0.2,1.0,0.0,1.0,49.0,0.3526,0,0,0,0,NO,0,0,31.0
977,816,SELECTIVE_PLANNER,1,0,0,0,1,1,1,1,0,0,0,1.0,0.2,0.0,0.0,0.0,53.17,0.7949,1,0,0,0,YES,1,3,100.0
471,456,SELECTIVE_PLANNER,1,0,1,0,1,0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,43.33,0.7586,0,0,0,1,YES,1,3,100.0
559,200,SOCIAL_EXPLORER,1,0,1,0,1,0,1,2,1,1,0,0.5,0.5,1.0,1.0,0.0,63.33,0.9477,0,0,0,1,YES,1,3,100.0
179,621,CAUTIOUS_INTROVERT,0,0,1,1,1,0,1,1,1,0,0,0.5,0.1667,1.0,0.0,0.0,52.5,0.465,1,1,38401,1,SAVE_ONLY,0,1,85.94
